site_name,url,title,date,facebook_total,facebook_likes,facebook_shares,facebook_comments
Straits Times,https://www.straitstimes.com/singapore/police-arrest-two-17-year-old-boys-for-ntuc-fairprice-video-prank-both-to-be-charged-in,Police arrest two 17-year-old boys for NTUC FairPrice Covid-19 video prank; both to be charged in court for causing public nuisance,8/4/20,7653,4944,1220,1489
Straits Times,https://www.straitstimes.com/singapore/juggling-working-from-home-and-supervising-kids-home-based-learning-is-a-struggle-for-some,Parents struggle to juggle working from home and supervising kids' home-based learning amid Covid-19 crisis,8/4/20,6398,3775,1058,1565
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-pilots-cabin-crew-safe-distancing-ambassadors-12621264,"Grounded by COVID-19, these pilots and cabin crew now educate the public on safe distancing",8/4/20,6243,5237,683,323
Today Online,https://www.todayonline.com/singapore/covid-19-142-more-cases-reported-highest-daily-spike-s-11-dormitory-now-has-115-infections,Covid-19: 142 more cases reported in highest daily spike; S-11 Dormitory now has 115 infections,8/4/20,6066,3718,1261,1087
Today Online,https://www.todayonline.com/singapore/covid-19-pandemic-could-lead-150000-200000-retrenchments-say-economists,"Covid-19 pandemic could lead to 150,000 to 200,000 retrenchments, say economists",8/4/20,5945,3437,1728,780
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-dormitories-conditions-s11-westlite-toh-guan-improve-12622404,"Conditions continue to improve at S11, Westlite and Toh Guan dormitories hit by COVID-19: MOM",8/4/20,5872,4287,595,992
Yahoo Singapore,https://sg.news.yahoo.com/covid-19-cases-report-on-april-8-in-singapore-123447318.html,COVID-19: Record 142 new cases in Singapore with over 98% local transmissions; total 1623,8/4/20,5404,3259,1279,866
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid19-volunteer-project-masks-sewn-with-love-50000-12620570,"Volunteers to sew 50,000 cloth masks at home amid COVID-19 'circuit breaker'",8/4/20,5307,4287,687,333
Channel News Asia,https://www.channelnewsasia.com/news/singapore/grab-forced-to-close-centre-crowd-food-delivery-bags-covid-19-12622274,Grab forced to close centre after crowd forms to collect food delivery bags amid COVID-19 measures,8/4/20,3607,2383,807,417
Channel News Asia,https://www.channelnewsasia.com/news/singapore/7000-breaches-elevated-safe-distancing-measures-covid-19-12619024,"COVID-19: More than 7,000 breaches of elevated safe-distancing measures on Day 1 of 'circuit breaker'",8/4/20,3261,1936,871,454
Straits Times,https://www.straitstimes.com/singapore/health/106-new-cases-new-covid-19-cases-39-linked-to-known-clusters-at-foreign-worker,"106 new cases new Covid-19 cases, 39 linked to known clusters at foreign worker dormitories",7/4/20,21083,13522,4456,3105
Channel News Asia,https://www.channelnewsasia.com/news/singapore/new-covid-19-cases-in-singapore-apr-6-coronavirus-12614134,66 new COVID-19 cases in Singapore; 2 new clusters at Little Gems Preschool and Kranji Lodge,7/4/20,18903,11880,5057,1966
Today Online,https://www.todayonline.com/singapore/covid-19-proposed-law-prohibit-parties-or-gatherings-any-size-home-or-public-spaces-gan,"Covid-19: Proposed law to prohibit parties or gatherings of any size, at home or in public spaces",7/4/20,17509,8952,4120,4437
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-social-gatherings-private-and-public-moh-12617800,COVID-19: Social gatherings of any size in both private and public spaces prohibited under new Bill,7/4/20,16621,8345,3661,4615
Straits Times,https://www.straitstimes.com/politics/nominated-mp-proposes-temporary-universal-basic-income-scheme-to-help-singaporeans-get,Nominated MP proposes temporary universal basic income scheme to help Singaporeans get through Covid-19 crisis,7/4/20,5475,3049,1365,1061
Straits Times,https://www.straitstimes.com/singapore/courts-crime/two-sporeans-including-man-who-allegedly-went-to-eat-bak-kut-teh-charged-with,"Two S'poreans, including man who allegedly went to eat bak kut teh, charged with breaching stay-home notice during Covid-19 outbreak",7/4/20,4421,2761,931,729
Channel News Asia,https://www.channelnewsasia.com/news/singapore/bill-special-arrangements-general-election-covid19-outbreak-12616864,Bill to allow special arrangements for General Election during COVID-19 outbreak introduced in Parliament,7/4/20,4082,2266,660,1156
Channel News Asia,https://www.channelnewsasia.com/news/singapore/toh-guan-dormitory-isolation-area-covid-19-coronavirus-12616408,COVID-19: Toh Guan Dormitory declared an isolation area under Infectious Diseases Act,7/4/20,3710,2472,830,408
The Online Citizen,https://www.theonlinecitizen.com/2020/04/07/permanent-resident-donates-500k-to-people-affected-by-covid-19-and-wonders-if-sg-tycoons-will-respond-too,Permanent Resident donates $500K to people affected by COVID-19 and wonders if SG tycoons will respond too,7/4/20,3402,2438,543,421
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-delivery-takeaway-restaurants-circuit-breaker-12615976,"COVID-19: Delivery and takeaway models unsustainable, say restaurant owners",7/4/20,3388,1878,581,929
Today Online,https://www.todayonline.com/singapore/covid-19-106-more-infections-singapore-s11-dormitory-cluster-grows-98-cases,"Covid-19: 106 more infections in Singapore, S11 Dormitory cluster grows to 98 cases",7/4/20,3377,2132,823,422
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-coronavirus-stay-home-notice-breach-court-charged-12616906,Man charged with breaching COVID-19 stay-home notice to deliver newspapers,7/4/20,3309,2191,682,436
Straits Times,https://www.straitstimes.com/singapore/day-1-of-shutdown-more-than-7000-written-advisories-issued-to-those-who-breached-safe,"Over 7,000 written advisories issued to those who breached Covid-19 safe distancing measures",7/4/20,3241,1962,863,416
Channel News Asia,https://www.channelnewsasia.com/news/singapore/changi-airport-terminal-2-to-close-for-18-months-amid-covid-19-12614210,Changi Airport Terminal 2 to suspend operations for 18 months amid COVID-19 pandemic,6/4/20,79727,46990,14087,18651
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-marina-bay-sands-food-donation-12614552,"COVID-19: Marina Bay Sands donates 15,000kg of food to charity",6/4/20,45336,39067,4855,1414
Channel News Asia,https://www.channelnewsasia.com/news/singapore/singapore-supply-disruptions-food-covid-19-chan-chun-sing-12613880,Singapore must be ready for supply disruptions due to global COVID-19 lockdowns: Chan Chun Sing,6/4/20,15930,7674,4436,3823
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-enforcement-officers-safe-distancing-12615048,COVID-19: Enforcement officers in HDB estates to ensure compliance of safe distancing measures,6/4/20,9465,5284,3284,897
Today Online,https://www.todayonline.com/singapore/covid-19-saf-suspends-basic-military-training-recruits-stay-home,"Covid-19: SAF suspends Basic Military Training, recruits to stay home",6/4/20,7669,4134,1845,1690
Straits Times,https://www.straitstimes.com/politics/parliament-prisons-to-suspend-all-family-visits-from-april-7-to-may-4-amid-covid-19,Parliament: Prisons to suspend all family visits from April 7 to May 4 amid Covid-19 outbreak,6/4/20,7458,4008,2563,887
Channel News Asia,https://www.channelnewsasia.com/news/singapore/national-service-bmt-suspended-coronavirus-covid-19-12614548,COVID-19: SAF suspends Basic Military Training until May 4,6/4/20,7100,4066,1644,1390
Channel News Asia,https://www.channelnewsasia.com/news/singapore/preschool-operators-to-offset-50-percent-school-fees-covid-19-12614622,COVID-19: All pre-school operators to provide 50% off school fees for one month for Singaporean children,6/4/20,6979,3848,1930,1201
Straits Times,https://www.straitstimes.com/singapore/coronavirus-ecda-orders-pcf-sparkletots-centre-in-hougang-to-close-till-april-15-after,Coronavirus: ECDA orders PCF Sparkletots centre in Hougang to close till April 15 after teacher tests positive of Covid-19,6/4/20,4398,2176,1650,572
Today Online,https://www.todayonline.com/singapore/separate-cases-one-pasir-ris-primary-school-student-and-another-tampines-north-primary,"In separate cases, one Pasir Ris Primary School student, and another from Tampines North Primary School test positive to Covid-19",6/4/20,3592,1883,1300,409
Channel News Asia,https://www.channelnewsasia.com/news/singapore/jurong-pioneer-jc-singapore-covid-19-coronavirus-canteen-12612466,Jurong Pioneer JC closes ahead of full home-based learning after 2 canteen vendors contract COVID-19,6/4/20,3536,2122,1053,361
Yahoo Singapore,https://sg.news.yahoo.com/covid-19-no-need-for-inperson-nominations-under-proposed-election-provisions-034415486.html,COVID-19: No need for in-person nominations under proposed election provisions,6/4/20,3064,1795,400,869
Today Online,https://www.todayonline.com/singapore/manpower-minister-vows-raise-standard-dormitories-after-covid-19-outbreak-over,Manpower minister vows to raise standard of dormitories after Covid-19 outbreak is over,6/4/20,3050,1619,336,1095
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid19-singapore-record-daily-spike-120-new-cases-workers-dorms-12611132,"Singapore sees record daily spike of 120 COVID-19 cases, 'significant number' linked to workers' dormitories",5/4/20,54611,35902,9895,8814
Channel News Asia,https://www.channelnewsasia.com/news/singapore/coronavirus-covid-19-heng-swee-keat-solidarity-budget-12611084,COVID-19: Heng Swee Keat to announce third round of support measures in new 'Solidarity Budget',5/4/20,18417,10990,4978,2449
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid19-singapore-couple-uk-ncid-mild-symptoms-12606966,‘We didn’t know there was a virus inside of us’: A young couple’s fight against COVID-19,5/4/20,10809,6066,3965,778
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-nearly-20-000-foreign-workers-in-quarantine-in-s11-12611426,"COVID-19: Nearly 20,000 foreign workers in quarantine in S11 Dormitory, Westlite Toh Guan",5/4/20,9955,6471,1917,1567
Today Online,https://www.todayonline.com/singapore/singapore-expo-being-prepared-house-recovering-covid-19-patients,Singapore Expo being prepared to house recovering Covid-19 patients,5/4/20,9245,5898,2614,733
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid19-singapore-expo-community-care-facility-12611318,Singapore Expo being prepared to house COVID-19 patients who have recovered but may still be infectious: Gan Kim Yong,5/4/20,8814,5848,2222,744
Channel News Asia,https://www.channelnewsasia.com/news/asia/covid-19-malaysia-singapore-work-permit-return-johor-screening-12610212,"Malaysians with Singapore work permits allowed to return to Johor, must undergo COVID-19 screening",5/4/20,7791,4704,2382,705
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid19-my-world-preschool-bukit-batok-closes-student-12611444,MY World Preschool in Bukit Batok to close temporarily after student contracts COVID-19,5/4/20,6534,3599,2243,692
Today Online,https://www.todayonline.com/singapore/covid-19-120-new-cases-highest-daily-spike-infections-including-32-linked-workers,Covid-19: 120 new cases in highest daily spike of infections; including 32 linked to workers’ dormitories in Punggol and Toh Guan,5/4/20,4895,3038,1020,837
Channel News Asia,https://www.channelnewsasia.com/news/cnainsider/stroke-covid-19-didn-t-stop-them-marrying-at-80-lesson-in-love-12610644,A stroke and Covid-19 didn’t stop them marrying at 80. Here’s a lesson in love,5/4/20,3512,2860,494,158
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-mall-crowd-website-space-out-12611028,COVID-19: New website provides updates on crowd levels in Singapore malls,5/4/20,3325,1953,1131,241
Today Online,https://www.todayonline.com/singapore/stay-home-circuit-breaker-measures-must-be-taken-seriously-singapore-beat-covid-19,Circuit-breaker measures must be taken seriously for Singapore to beat Covid-19: Lawrence Wong,5/4/20,3278,1992,793,493
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-cluster-sungei-tengah-toh-guan-cochrane-orange-ballroom-12609544,75 new COVID-19 cases in Singapore; wedding events venue in Tanjong Katong among 4 new clusters,4/4/20,25671,15910,6169,3593
Channel News Asia,https://www.channelnewsasia.com/news/singapore/singapore-reports-6th-covid-19-death-88-year-old-man-12609326,"Singapore reports 6th COVID-19 death, an 88-year-old man",4/4/20,22674,15299,5562,1813
Channel News Asia,https://www.channelnewsasia.com/news/singapore/erp-suspended-all-gantries-covid-19-workplace-closures-12609354,ERP charges to be suspended at all gantries alongside COVID-19 workplace closures,4/4/20,14034,8912,3402,1720
Channel News Asia,https://www.channelnewsasia.com/news/singapore/comfortdelgro-waives-taxi-rental-workplace-school-close-covid19-12609190,"ComfortDelGro waives taxi rental for one month to soften pain from COVID-19 work, school closures",4/4/20,9170,7335,975,860
Straits Times,https://www.straitstimes.com/singapore/88-year-old-man-dies-of-covid-19-6th-such-death-in-singapore,"88-year-old man dies of Covid-19, 6th such death in Singapore",4/4/20,8346,5602,2130,614
Channel News Asia,https://www.channelnewsasia.com/news/singapore/saf-contact-trace-stay-home-notice-shn-covid-19-12606752,"SAF making thousands of calls a day to contact trace, check stay-home compliance as COVID-19 fight hits ‘critical juncture’",4/4/20,5271,3321,1166,784
The Online Citizen,https://www.theonlinecitizen.com/2020/04/04/lee-hsien-yang-fight-covid-19-first-singapore-polls-must-wait,"Lee Hsien Yang: Fight COVID-19 first, Singapore polls must wait",4/4/20,5021,3445,836,740
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-safety-measures-reusable-mask-distribution-coronavirus-12609692,COVID-19: Safety measures in place for reusable mask distribution from Apr 5,4/4/20,4426,2978,809,640
